,Domain,Phylum,Class,Order,Family,Genus,Species,Species_ANI,mOTU,16S,Community (%),Bin_Size (Mbp),Completeness (%),Contamination (%),Strain_Heterogeneity (%),Watermass
12_bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata,131_2,NA,N,9.564194939,2.326635,93.65,0.04,0,Neritic
36_bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata,131_2,NA,N,0.413427865,2.062413,59.25,0,0,Neritic
41_bin.64,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,,156_1,NA,N,0.459817873,0.93719,60.34,2.59,0,SAW
42_bin.16,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,,156_1,NA,N,0.761818968,0.881311,65.52,0,0,SAW
36_bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas undina,80_1,NA,N,2.328297583,1.503362,62.07,0,0,Neritic
39_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tetraodonis,80_2,NA,N,0.625249374,2.428057,66.56,1.39,44.44,SAW
25_bin.21,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,1.305922007,1.240834,51.72,1.72,100,STW
26_bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,1.874085378,1.609941,69.12,0,0,Front
27_bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,1.971878177,1.577804,71,0,0,SAW
28_bin.19,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,2.953630423,1.824377,88.47,1.75,60,SAW
29_bin.30,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,2.426632618,1.914502,93.74,2.18,100,SAW
30_bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,2.327300446,1.860087,90.56,0.44,0,SAW
33_bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,3.81737077,1.667261,92.29,0.44,0,SAW
42_bin.39,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,1.177197244,1.450968,78.55,0.87,100,SAW
6_bin.23,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,1.039014313,1.522017,60.34,1.72,100,SAW
60_bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,0.827009668,1.277669,59.48,0,0,SAW
68_bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_1,NA,N,3.070205662,1.170428,55.66,1.72,100,SAW
12_bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,,119_2,NA,Y,1.874263771,1.747739,80.17,0,0,Neritic
13_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,1.022197967,2.241722,67.67,7.66,0,STW
14_bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,N,2.729040533,1.678906,51.49,0.81,0,STW
20_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.904404236,2.991439,97.87,1.22,0,Deep
23_bin.24,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,2.212830538,2.871323,97.1,2.44,0,Deep
3_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.180627004,3.102912,94.41,3.66,33.33,Deep
34_bin.39,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,2.796778909,2.632452,69.82,1.22,0,Deep
43_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.310718923,2.567995,62.5,0.61,0,Deep
47_bin.37,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.698305619,2.991795,95.88,2.44,0,Deep
51_bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,2.844874579,2.804712,90.55,1.83,0,Deep
61_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.764515121,2.957167,97.26,2.44,0,Deep
64_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.77940684,3.067149,96.19,1.83,0,Deep
69_bin.16,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.522820472,3.110815,96.65,1.83,0,Deep
72_bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,N,4.762680774,2.361918,75.98,2.64,60,Deep
80_bin.44,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,3.393891693,3.010529,96.49,2.74,20,Deep
83_bin.25,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,2.794517788,3.068985,96.65,2.44,0,Deep
9_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995,199_1,NA,Y,4.138252846,3.030046,97.1,1.83,0,Deep
12_bin.45,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,142_1,NA,Y,4.916400818,1.24664,69.42,0.37,0,Neritic
21_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,142_1,NA,N,1.280705937,0.95874,53.45,0,0,STW
37_bin.66,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,142_1,NA,N,1.392853603,1.099887,77.59,9.4,0,STW
25_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,Y,7.440149812,0.827573,53.34,0,0,STW
26_bin.32,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,N,8.505494643,1.005456,57.05,0,0,Front
27_bin.10,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,N,10.13979703,1.038936,58.91,0,0,SAW
28_bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,Y,8.203495463,0.898465,51.01,4.38,12.12,SAW
29_bin.24,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,Y,7.476017116,0.918772,52.95,0.07,50,SAW
32_bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,N,6.366361977,1.010746,57.18,0.74,50,STW
33_bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,N,8.092283591,0.784101,50.45,0,0,SAW
42_bin.51,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,N,3.815524881,1.085438,58.03,3.91,5,SAW
6_bin.20,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,,144_1,NA,Y,4.664198197,1.026814,59.11,0,0,SAW
21_bin.7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,,132_0,NA,Y,5.659563099,2.836972,98.35,0.16,0,STW
12_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Thioglobus sp002169705,107_1,NA,Y,1.209826558,1.363139,72.82,1.99,0,Neritic
76_bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Thioglobus sp002169705,107_1,NA,Y,2.863257074,0.905777,55.07,0.13,100,STW
15_bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,5.902110341,1.128513,73.01,0,0,Front
16_bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,5.642211226,1.007487,63.05,0,0,SAW
2_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,N,1.482126179,0.942277,53.64,0,0,SAW
23_bin.61,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,3.377287256,1.537521,95.5,1.99,0,Deep
28_bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,N,2.962574557,0.957137,54.04,0.66,0,SAW
29_bin.25,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,3.280929336,0.875151,58.28,0,0,SAW
3_bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,4.321484988,1.406642,87.1,0.66,0,Deep
30_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,2.315066626,1.416749,85.15,1.99,0,SAW
34_bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,N,3.864646624,1.471011,92.44,8.87,5.88,Deep
38_bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,N,0.439718219,1.168652,57.82,5.01,17.65,Front
41_bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,0.243363121,1.419469,82.67,0.92,0,SAW
43_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,N,2.919731503,1.45552,93.77,0,0,Deep
5_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,3.550329067,1.30497,75.72,6.95,0,SAW
6_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,0.575418004,1.015055,53.89,7.03,17.39,SAW
79_bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,,108_1,NA,Y,3.240820257,0.991241,56.52,0,0,SAW
64_bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobus,Thioglobus sp002698045,109_0,NA,Y,2.463000726,0.904659,56.89,0,0,Deep
25_bin.10,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,,169_1,NA,N,0.856327897,1.870077,61.21,1.72,100,STW
26_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,,169_1,NA,N,1.042941328,2.244493,75.34,0.37,0,Front
40_bin.49,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,,169_1,NA,Y,0.386933117,1.54408,52.27,7.41,89.29,SAW
42_bin.59,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,,169_1,NA,N,0.468740669,2.402329,62.07,5.17,100,SAW
50_bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,,169_1,NA,Y,1.494189394,2.477234,80.01,3.52,47.06,SAW
60_bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,,169_1,NA,N,0.627238127,2.256024,82.46,2.74,70,SAW
71_bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,TMED48,,169_2,NA,Y,1.837008326,2.554352,86.19,1.8,28.57,SAW
1_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305,53_1,NA,Y,2.641700086,1.294225,66.38,0,0,STW
44_bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305,53_1,NA,Y,2.430917595,1.364883,70.59,0.61,0,STW
65_bin.42,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305,53_1,NA,N,1.981635317,1.353087,58.66,1.48,20,STW
76_bin.43,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305,53_1,NA,N,2.499726059,1.371172,70.31,0.61,0,STW
78_bin.22,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305,53_1,NA,Y,3.125556453,1.309865,65.95,0.61,0,STW
20_bin.42,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,N,0.891773946,2.750539,78.88,1.41,50,Deep
23_bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,Y,1.220076708,2.891697,91.31,4.32,11.11,Deep
34_bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,N,1.030881467,3.137572,86.89,3.39,28.57,Deep
43_bin.42,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,Y,1.376227498,3.196021,92.9,1.47,50,Deep
47_bin.30,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,N,1.541305421,2.904632,74.55,6.58,28.12,Deep
51_bin.64,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,N,0.791138055,3.082856,79.95,4.98,15.38,Deep
61_bin.53,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,N,0.950917234,2.88642,87.15,1.52,66.67,Deep
80_bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,Y,1.31989127,2.886673,78.05,2.54,60,Deep
83_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,,201_1,NA,N,0.832789768,1.958152,60.14,0.61,0,Deep
21_bin.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,,130_1,NA,Y,1.314815868,3.065791,92.15,0.91,50,STW
24_bin.47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,,130_1,NA,N,0.9772839,2.875697,73.6,3.22,23.81,STW
35_bin.38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,,130_1,NA,Y,0.844135903,3.249005,90.22,2.3,16.67,Neritic
36_bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,,130_1,NA,Y,0.754367543,3.168668,89.89,0.9,16.67,Neritic
37_bin.30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,,130_1,NA,Y,0.714688102,3.313287,90.02,1.05,28.57,STW
40_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925,173_1,NA,Y,0.347413028,2.350906,78.05,1.9,6.67,SAW
41_bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925,173_1,NA,Y,0.100927986,2.198879,77.18,1.53,0,SAW
74_bin.29,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925,173_1,NA,Y,1.80725346,2.376602,78.37,4.16,42.11,SAW
8_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925,173_1,NA,Y,0.689499472,2.908453,90.93,1.39,12.5,SAW
33_bin.32,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,1.065804109,2.920374,84.88,8.75,5.88,SAW
36_bin.69,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,0.233152671,2.675417,83.44,2.4,9.09,Neritic
37_bin.31,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,0.262844474,1.875602,60.19,0.74,0,STW
40_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,0.900240804,2.873956,89.84,2.08,12.5,SAW
41_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,0.637274199,2.762943,88.55,1.16,0,SAW
42_bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,1.107536548,2.856373,88.4,0.97,0,SAW
50_bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,2.078395982,2.956788,88.42,2.82,20,SAW
6_bin.25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,0.575058042,2.557589,77.3,2.3,20,SAW
68_bin.34,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555,174_1,NA,Y,0.967898559,2.491187,62.07,1.72,0,SAW
74_bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,,175_0,NA,Y,1.895498444,2.940033,87.65,2.84,18.18,SAW
35_bin.60,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225,178_1,NA,Y,0.965822451,2.812427,88.89,3.01,0,Neritic
36_bin.79,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225,178_1,NA,Y,0.936126016,2.763971,91.85,1.16,0,Neritic
37_bin.42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225,178_1,NA,Y,0.852791014,2.78435,91.11,1.53,0,STW
70_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225,178_1,NA,N,0.680713764,2.244587,71.01,5.94,31.82,STW
56_bin.20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,,194_1,NA,N,1.278435604,2.565638,54.28,3.95,0,STW
9_bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,,194_2,NA,N,0.710334798,5.109107,87.22,5.41,4.35,Deep
1_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,UBA5682 sp002171735,200_1,NA,N,1.598192253,2.120117,79.32,3.49,50,STW
76_bin.32,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,UBA5682 sp002171735,200_1,NA,N,1.189819652,2.267733,73.27,5.75,65.38,STW
17_bin.30,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,1.382671192,2.372316,81.57,7.05,62.5,SAW
18_bin.22,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,1.701213773,2.232898,70.73,2.73,22.22,SAW
23_bin.29,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,Y,1.746421637,2.1307,85.97,2.35,93.33,Deep
3_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,1.902979501,1.582225,54.47,3.46,75,Deep
34_bin.46,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,0.940803948,2.316081,83.74,5.95,46.15,Deep
46_bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,1.040679733,2.044048,85.6,2.54,20,SAW
5_bin.10,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,0.976820285,1.948516,68.69,2.56,77.78,SAW
51_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,0.610822186,1.678129,63.46,1.32,33.33,Deep
77_bin.48,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,0.76008933,2.349512,85.37,8.94,50,SAW
80_bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,,200_2,NA,N,0.968394771,1.645522,62.02,5.16,46.15,Deep
35_bin.55,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA5951,,17_1,NA,Y,0.321809822,1.246012,64.83,1.09,66.67,Neritic
36_bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA5951,,17_1,NA,Y,0.204888852,1.261961,67.68,0.55,50,Neritic
18_bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,,165_1,NA,Y,1.594479181,3.086134,71.82,4.5,20,SAW
19_bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,,165_1,NA,N,1.613344163,3.256409,68.18,2.61,0,SAW
23_bin.52,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,,165_1,NA,N,0.560472332,2.681474,59.14,0,0,Deep
60_bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,,165_1,NA,Y,0.858831394,4.362203,92.13,6.75,10.53,SAW
79_bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,,165_1,NA,N,0.751272481,4.2266,90.43,2.54,57.14,SAW
41_bin.84,Bacteria,Proteobacteria,Alphaproteobacteria,Nisaeales,Nisaeaceae,UBA7326,,112_0,NA,N,0.161116551,3.295851,89.78,4.57,30.77,SAW
41_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA7377,,160_0,NA,Y,0.147131228,1.343592,82.06,1.83,0,SAW
42_bin.57,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,UBA7434 sp002726445,117_0,NA,Y,0.385772951,2.167606,91.04,2.04,22.22,SAW
1_bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,,197_1,NA,N,1.196524942,2.079133,73.9,3.69,37.5,STW
21_bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,,197_1,NA,N,0.864180505,1.860222,58.03,1.25,66.67,STW
76_bin.34,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,,197_1,NA,N,1.174888821,2.494731,88.64,3.08,33.33,STW
45_bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,UBA868 sp002295285,197_2,NA,N,0.764569072,1.970288,63.34,2.63,50,Front
13_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002457215,195_1,NA,N,1.016787662,2.574774,51.63,5.99,0,STW
15_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,,195_1,NA,N,1.943340311,2.859611,71.35,2.9,0,Front
34_bin.20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,,195_1,NA,N,1.041905039,3.241141,93.4,3.52,6.67,Deep
43_bin.37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,,195_1,NA,N,0.988932953,3.328731,90.43,1.79,22.22,Deep
51_bin.52,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,,195_1,NA,N,0.508721698,2.657713,60.23,5.58,0,Deep
63_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,,195_1,NA,N,2.115155489,2.934962,66.68,9.54,3.08,SAW
79_bin.30,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,,195_1,NA,N,1.18343187,3.11932,85.93,1.36,20,SAW
80_bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,,195_1,NA,Y,0.87818639,2.774512,72.5,7.82,6.98,Deep
